batch,location_id,zipcode,latitude,longitude,size,added_slots,build_cost,equip_cost_0_5
batch_8,58545,12303,42.79139269937695,-73.95010657784556,medium,200,95000.0,16000.0
batch_8,58592,12303,42.791907763427325,-73.94851632043259,large,400,115000.0,32000.0
batch_8,33440,11570,40.67355370248365,-73.63032154685524,medium,200,95000.0,16000.0
batch_8,33498,11570,40.673606869971785,-73.63176729299997,large,400,115000.0,32000.0
batch_8,124396,14086,42.89274799291019,-78.65453372315596,large,400,115000.0,32000.0
batch_8,124368,14086,42.89173021601752,-78.6713099614597,medium,200,95000.0,16000.0
batch_8,71644,12721,41.555808706473584,-74.4210131812197,large,400,115000.0,32000.0
batch_8,71609,12721,41.55755834114604,-74.42058496506706,medium,200,95000.0,16000.0
batch_8,30565,11433,40.70442611556292,-73.77835725533274,large,400,115000.0,32000.0
batch_8,30561,11433,40.70561587893276,-73.79596782242476,medium,200,95000.0,16000.0
batch_8,20510,11001,40.73280727737513,-73.71395225415051,medium,200,95000.0,16000.0
batch_8,20520,11001,40.7332544535312,-73.7009875061564,large,400,115000.0,32000.0
batch_8,58876,12306,42.78043513095309,-73.98564698377515,large,400,115000.0,32000.0
batch_8,58898,12306,42.78101967611536,-73.99004713522882,large,400,115000.0,32000.0
batch_8,110490,13669,44.69972648914035,-75.47023060247584,medium,200,95000.0,16000.0
batch_8,110401,13669,44.69839008129971,-75.46811658426724,large,400,115000.0,32000.0
batch_8,13994,10603,41.05897219003412,-73.78669035053096,medium,200,95000.0,16000.0
batch_8,13991,10603,41.05900868644014,-73.78543860816583,large,400,115000.0,32000.0
batch_8,128855,14216,42.94072008087061,-78.85051569577224,small,100,65000.0,8000.0
batch_8,128811,14216,42.95975459538731,-78.85202237775452,large,400,115000.0,32000.0
batch_8,128846,14216,42.94065617514242,-78.85288834938002,large,400,115000.0,32000.0
batch_8,34199,11581,40.64268778789874,-73.71884731131551,large,400,115000.0,32000.0
batch_8,34165,11581,40.6618441211746,-73.71836385430068,medium,200,95000.0,16000.0
batch_8,101913,13421,43.077453121768414,-75.64216046219408,large,400,115000.0,32000.0
batch_8,101994,13421,43.07759629789531,-75.64405661203278,medium,200,95000.0,16000.0
batch_8,117400,13833,42.19544011419901,-75.75010908075458,large,400,115000.0,32000.0
batch_8,117402,13833,42.20032834772071,-75.75011692358626,medium,200,95000.0,16000.0
batch_8,21817,11096,40.63011366685546,-73.756208287265,large,400,115000.0,32000.0
batch_8,21833,11096,40.63045017447938,-73.7536859343175,medium,200,95000.0,16000.0
batch_8,132400,14472,42.960155705510616,-77.57999154115517,medium,200,95000.0,16000.0
batch_8,132401,14472,42.97632237713108,-77.57537832028248,large,400,115000.0,32000.0
batch_8,136200,14726,42.27072156316969,-79.02579907801987,large,400,115000.0,32000.0
batch_8,136202,14726,42.26541582017894,-79.0139318435692,medium,200,95000.0,16000.0
batch_8,130240,14303,43.07851985612311,-79.04623524226757,medium,200,95000.0,16000.0
batch_8,130205,14303,43.07804391812579,-79.04475497764804,large,400,115000.0,32000.0
batch_8,4057,10075,40.7056596538717,-74.0130117296123,large,400,115000.0,32000.0
batch_8,4018,10075,40.70485064878856,-74.01040148642532,large,400,115000.0,32000.0
batch_8,58470,12302,42.88943116138949,-74.00064413690154,medium,200,95000.0,16000.0
batch_8,58400,12302,42.8877707985941,-73.99888213325656,large,400,115000.0,32000.0
batch_8,29081,11414,40.650525334785385,-73.85148820612815,large,400,115000.0,32000.0
batch_8,29021,11414,40.65008586382645,-73.83741213340446,large,400,115000.0,32000.0
batch_8,57696,12204,42.69367879545473,-73.74463361922145,large,400,115000.0,32000.0
batch_8,57680,12204,42.67599378291556,-73.7450388651293,large,400,115000.0,32000.0
batch_8,135063,14608,43.14316942408488,-77.63519273245679,small,100,65000.0,8000.0
batch_8,135058,14608,43.142874100113765,-77.63393944339889,large,400,115000.0,32000.0
batch_8,22640,11201,40.70316822746104,-73.99631979460096,large,400,115000.0,32000.0
batch_8,22663,11201,40.70398480981114,-73.99333544836504,large,400,115000.0,32000.0
batch_8,22657,11201,40.703954492910334,-73.99140110466509,large,400,115000.0,32000.0
batch_8,22623,11201,40.70392140460414,-73.98890780660092,medium,200,95000.0,16000.0
batch_8,32468,11554,40.72443514584933,-73.54799351175875,small,100,65000.0,8000.0
batch_8,32441,11554,40.70630163633751,-73.56542476984868,large,400,115000.0,32000.0
batch_8,59005,12308,42.80807019976185,-73.92565108068234,small,100,65000.0,8000.0
batch_8,59054,12308,42.81076659893568,-73.92966956472242,large,400,115000.0,32000.0
batch_9,56753,12189,42.73963191030604,-73.71834442148972,large,400,115000.0,32000.0
batch_9,56736,12189,42.720488320636,-73.72153095303739,small,100,65000.0,8000.0
batch_9,123665,14070,42.480919821129255,-78.92436550232642,large,400,115000.0,32000.0
batch_9,123622,14070,42.48040471561172,-78.94347490851581,small,100,65000.0,8000.0
batch_9,106062,13601,43.96474456401202,-75.91939460778252,large,400,115000.0,32000.0
batch_9,106031,13601,43.96502339246784,-75.9042076704235,medium,200,95000.0,16000.0
batch_9,35540,11706,40.695662859542736,-73.2415611745226,large,400,115000.0,32000.0
batch_9,35591,11706,40.69665391429556,-73.23821321706028,large,400,115000.0,32000.0
batch_9,70862,12589,41.62296898621231,-74.1515751855782,large,400,115000.0,32000.0
batch_9,70806,12589,41.60669723344765,-74.15319194758702,small,100,65000.0,8000.0
batch_9,99325,13339,42.94696639437789,-74.64433568614947,large,400,115000.0,32000.0
batch_9,99393,13339,42.94093680462439,-74.65212943333105,small,100,65000.0,8000.0
batch_9,39480,11762,40.688430934608576,-73.43486420977062,large,400,115000.0,32000.0
batch_9,39425,11762,40.69045520581504,-73.43880439460526,medium,200,95000.0,16000.0
batch_9,70771,12586,41.56853530718216,-74.17893316670298,small,100,65000.0,8000.0
batch_9,70710,12586,41.550781452635576,-74.1853308799827,large,400,115000.0,32000.0
batch_9,108772,13642,44.33500001767349,-75.47418292299083,small,100,65000.0,8000.0
batch_9,108777,13642,44.33724590923657,-75.4710676643,large,400,115000.0,32000.0
batch_9,37372,11730,40.71844196205847,-73.18876389780839,large,400,115000.0,32000.0
batch_9,37320,11730,40.7186226906483,-73.17364467497734,small,100,65000.0,8000.0
batch_9,125052,14103,43.22701478274452,-78.37943658799118,small,100,65000.0,8000.0
batch_9,125078,14103,43.225521681099536,-78.37800840855054,large,400,115000.0,32000.0
batch_9,3324,10037,40.803503007621615,-73.94579943840785,large,400,115000.0,32000.0
batch_9,3372,10037,40.80445108586463,-73.92848095190158,small,100,65000.0,8000.0
batch_9,15613,10805,40.90795339941782,-73.77136026461265,large,400,115000.0,32000.0
batch_9,15670,10805,40.90869776311335,-73.7742121909335,large,400,115000.0,32000.0
batch_9,122168,14051,43.05283575580178,-78.69569476338883,small,100,65000.0,8000.0
batch_9,122192,14051,43.05281245747384,-78.70413122803868,large,400,115000.0,32000.0
batch_9,35770,11710,40.66339337963701,-73.54645160704307,small,100,65000.0,8000.0
batch_9,35782,11710,40.66389045386517,-73.54419533240245,large,400,115000.0,32000.0
batch_9,131801,14445,43.10989635594953,-77.4838816999611,large,400,115000.0,32000.0
batch_9,131802,14445,43.10632981946464,-77.48479225427211,small,100,65000.0,8000.0
batch_9,1194,10013,40.71008474051881,-74.01213653961447,small,100,65000.0,8000.0
batch_9,1164,10013,40.70946155642475,-74.00950447181428,large,400,115000.0,32000.0
batch_9,24659,11222,40.73719386776328,-73.94217346017382,large,400,115000.0,32000.0
batch_9,24694,11222,40.73601440420302,-73.94180113009816,large,400,115000.0,32000.0
batch_9,24653,11222,40.73719584948321,-73.9542988569949,large,400,115000.0,32000.0
batch_9,7711,10471,40.892706895367965,-73.91376786883984,large,400,115000.0,32000.0
batch_9,7767,10471,40.89331233720785,-73.91223049879434,small,100,65000.0,8000.0
batch_9,20300,10996,41.4036217038943,-73.97383548377528,small,100,65000.0,8000.0
batch_9,20301,10996,41.39813906048284,-73.96386074259573,large,400,115000.0,32000.0
batch_9,95197,13202,43.0501208257457,-76.13896747391993,small,100,65000.0,8000.0
batch_9,95110,13202,43.05060579040752,-76.15568384506368,large,400,115000.0,32000.0
batch_9,28853,11412,40.68637417514415,-73.77025557388255,large,400,115000.0,32000.0
batch_9,28896,11412,40.68591654131069,-73.768656107767,large,400,115000.0,32000.0
batch_9,132193,14464,43.29786926260795,-77.9339230788962,small,100,65000.0,8000.0
batch_9,132152,14464,43.29837029142316,-77.9192359598009,large,400,115000.0,32000.0
batch_9,130412,14305,43.124198051870295,-79.04741047134006,small,100,65000.0,8000.0
batch_9,130402,14305,43.12451684163205,-79.02934419471573,large,400,115000.0,32000.0
batch_9,120409,14020,43.010156663774815,-78.20282271515931,large,400,115000.0,32000.0
batch_9,120443,14020,42.99037491184617,-78.20129847394888,small,100,65000.0,8000.0
batch_11,130519,14411,43.23028177461978,-78.21587407610153,large,400,115000.0,32000.0
batch_11,44865,11961,40.89364240706173,-72.88185638546425,large,400,115000.0,32000.0
batch_11,135530,14622,43.22329636794522,-77.54694610107033,large,400,115000.0,32000.0
batch_11,128994,14217,42.962040188975706,-78.87107291191839,large,400,115000.0,32000.0
batch_11,43970,11949,40.83436276942099,-72.79198335168603,large,400,115000.0,32000.0
batch_11,77242,12822,43.25001428590898,-73.84596875043637,large,400,115000.0,32000.0
batch_11,94018,13148,42.89965069061712,-76.78278366706296,large,400,115000.0,32000.0
batch_11,22375,11105,40.78590711531631,-73.91887106155518,medium,200,95000.0,16000.0
batch_11,22308,11105,40.7842774490034,-73.9204205029933,large,400,115000.0,32000.0
batch_11,16567,10923,41.19252128443061,-74.01019000097465,small,100,65000.0,8000.0
batch_11,16593,10923,41.19218902147977,-73.99602800359257,large,400,115000.0,32000.0
batch_11,98870,13332,42.72468562390209,-75.56839653437605,large,400,115000.0,32000.0
batch_11,32923,11561,40.57775838309388,-73.657844259066,large,400,115000.0,32000.0
batch_11,32962,11561,40.578964040154,-73.6543300451383,small,100,65000.0,8000.0
batch_11,96030,13211,43.11197734716681,-76.10972654632727,large,400,115000.0,32000.0
batch_11,67698,12533,41.550639226139744,-73.78904359979389,large,400,115000.0,32000.0
batch_11,38628,11751,40.728201543177285,-73.23138957402452,large,400,115000.0,32000.0
batch_11,16158,10918,41.34585262941198,-74.25971071198997,small,100,65000.0,8000.0
batch_11,16143,10918,41.34714944845872,-74.25877258839148,large,400,115000.0,32000.0
batch_11,11719,10553,40.8997504516072,-73.83085800258246,large,400,115000.0,32000.0
batch_11,58981,12307,42.81230398950277,-73.92682533170037,large,400,115000.0,32000.0
batch_11,94819,13165,42.89556233087519,-76.88453937795329,large,400,115000.0,32000.0
batch_11,3521,10039,40.834996476268536,-73.9472898918594,large,400,115000.0,32000.0
batch_11,3541,10039,40.8170557897596,-73.93139400315343,small,100,65000.0,8000.0
batch_11,30258,11428,40.71341368204333,-73.75191560392346,large,400,115000.0,32000.0
batch_11,441,10005,40.6963608936307,-73.99916911790623,large,400,115000.0,32000.0
batch_11,2613,10030,40.808389291907794,-73.9499355322373,large,400,115000.0,32000.0
batch_11,85101,12966,44.85950694485142,-74.42615674024137,large,400,115000.0,32000.0
batch_11,119691,14004,42.90674680055103,-78.53482498852411,large,400,115000.0,32000.0
batch_11,46383,12019,42.92426260502873,-73.84522604225529,large,400,115000.0,32000.0
batch_13,81222,12887,43.56043387110867,-73.395779715874,large,400,115000.0,32000.0
batch_13,34209,11590,40.74601276758248,-73.56290083743349,medium,200,95000.0,16000.0
batch_13,34297,11590,40.745738441721485,-73.56511770300132,large,400,115000.0,32000.0
batch_13,34202,11590,40.74674908835113,-73.56532752852682,large,400,115000.0,32000.0
batch_13,40629,11778,40.95833200795762,-72.94358321008691,large,400,115000.0,32000.0
batch_13,22122,11103,40.77244176818329,-73.90547792580848,medium,200,95000.0,16000.0
batch_13,22139,11103,40.753814229297454,-73.92400118076607,large,400,115000.0,32000.0
batch_13,35305,11704,40.70724739577511,-73.34552612449268,large,400,115000.0,32000.0
batch_13,114245,13760,42.16047863829348,-76.05149764080618,large,400,115000.0,32000.0
batch_13,67928,12540,41.67132287895144,-73.74021457911456,large,400,115000.0,32000.0
batch_13,99455,13340,43.034593227009445,-75.09762236917992,large,400,115000.0,32000.0
batch_13,21262,11023,40.80864168493258,-73.72485193699856,large,400,115000.0,32000.0
batch_13,121754,14042,42.48383252912152,-78.46978503309677,large,400,115000.0,32000.0
batch_13,69647,12570,41.629398749223135,-73.67745933877136,large,400,115000.0,32000.0
batch_13,84231,12953,44.83827619732334,-74.28548911620462,large,400,115000.0,32000.0
batch_13,126246,14136,42.52641044041773,-79.15331657502945,large,400,115000.0,32000.0
batch_13,35823,11713,40.76375039850627,-72.94013807803519,large,400,115000.0,32000.0
batch_13,103584,13460,42.67625351490056,-75.49074439713452,large,400,115000.0,32000.0
batch_13,56648,12188,42.81796156880972,-73.70758294182596,large,400,115000.0,32000.0
batch_13,129128,14219,42.777905089087085,-78.8198612314763,large,400,115000.0,32000.0
batch_13,45821,12009,42.71187945337716,-74.02925063739269,large,400,115000.0,32000.0
batch_13,88373,13037,43.064648579458776,-75.88515654283891,large,400,115000.0,32000.0
batch_13,93201,13140,43.03804415940456,-76.65154176337767,large,400,115000.0,32000.0
batch_13,42600,11804,40.77410318945517,-73.46022145344332,large,400,115000.0,32000.0
batch_13,25447,11231,40.68791057620584,-74.01117727928875,large,400,115000.0,32000.0
batch_13,25400,11231,40.68893569760738,-74.00896510434947,large,400,115000.0,32000.0
batch_13,58376,12211,42.70334889041289,-73.76630263203978,large,400,115000.0,32000.0
batch_13,16951,10927,41.189613162065626,-73.95921920212858,large,400,115000.0,32000.0
batch_13,93501,13143,43.22562581077383,-76.72132784842049,large,400,115000.0,32000.0
batch_14,35047,11701,40.67617878226418,-73.4259419009547,large,400,115000.0,32000.0
batch_14,122901,14062,42.45025269187066,-79.16295305536711,large,400,115000.0,32000.0
batch_14,102754,13439,42.83383913014376,-74.96261498865034,large,400,115000.0,32000.0
batch_14,125114,14105,43.22551473152818,-78.49065716666098,large,400,115000.0,32000.0
batch_14,34900,11697,40.55794860756277,-73.91636055617887,large,400,115000.0,32000.0
batch_14,46206,12018,42.64632097296507,-73.5541818287443,large,400,115000.0,32000.0
batch_14,13473,10594,41.127771200226846,-73.78144930208701,large,400,115000.0,32000.0
batch_14,8660,10506,41.181478472020224,-73.62748794743362,large,400,115000.0,32000.0
batch_14,110831,13676,44.64922153082867,-74.96349528585165,large,400,115000.0,32000.0
batch_14,90375,13074,43.320085037414486,-76.55290276301184,large,400,115000.0,32000.0
batch_14,83783,12944,44.4910991672315,-73.46749461940377,large,400,115000.0,32000.0
batch_14,51119,12090,42.88426922922364,-73.36597644533752,large,400,115000.0,32000.0
batch_14,125291,14108,43.26487798354299,-78.71569270670157,large,400,115000.0,32000.0
batch_14,104101,13471,43.345025577288965,-75.59640068357055,large,400,115000.0,32000.0
batch_14,127472,14201,42.90652987018125,-78.87750662682956,large,400,115000.0,32000.0
batch_14,45154,11968,40.91404002105787,-72.41725607748775,large,400,115000.0,32000.0
batch_14,1501,10018,40.75138355205539,-73.99929389565949,large,400,115000.0,32000.0
batch_14,73701,12759,41.785475964833935,-74.66161504917473,large,400,115000.0,32000.0
batch_14,87850,13032,43.0788650979811,-75.76853894756168,large,400,115000.0,32000.0
batch_14,133364,14521,42.69552396301372,-76.78495071705618,large,400,115000.0,32000.0
batch_14,25147,11228,40.627325001688014,-74.00232680832664,large,400,115000.0,32000.0
batch_14,19919,10990,41.27261312930266,-74.36867748224275,large,400,115000.0,32000.0
batch_14,120282,14012,43.34644604663344,-78.53497725303748,large,400,115000.0,32000.0
batch_14,110201,13667,44.835665850606055,-74.9540704242714,large,400,115000.0,32000.0
batch_14,101148,13407,42.981517127783455,-74.97976511817893,large,400,115000.0,32000.0
batch_15,112531,13733,42.32194941568375,-75.49907597022626,large,400,115000.0,32000.0
batch_15,85550,12972,44.59255606104761,-73.5383682057126,large,400,115000.0,32000.0
batch_15,40963,11782,40.73641536339134,-73.09023847819275,large,400,115000.0,32000.0
batch_15,27776,11369,40.75158546559964,-73.86641944076769,large,400,115000.0,32000.0
batch_15,27764,11369,40.77038564538046,-73.88380725166155,large,400,115000.0,32000.0
batch_15,90251,13073,42.59333400643164,-76.3541563673931,large,400,115000.0,32000.0
batch_15,90901,13082,43.10673880835106,-75.9465386953351,large,400,115000.0,32000.0
batch_15,117287,13830,42.44721929469293,-75.5576903036085,large,400,115000.0,32000.0
batch_15,53526,12144,42.62658393934179,-73.71579536798872,large,400,115000.0,32000.0
batch_15,103344,13456,43.01626708335016,-75.27191694552488,large,400,115000.0,32000.0
batch_15,52165,12118,42.92494578407873,-73.73101290822575,large,400,115000.0,32000.0
batch_15,75001,12779,41.70274109172044,-74.63915958758325,large,400,115000.0,32000.0
batch_15,129497,14222,42.90674688240564,-78.8855512432531,large,400,115000.0,32000.0
batch_15,129431,14222,42.90775789922898,-78.86642210696748,small,100,65000.0,8000.0
batch_15,118591,13856,42.18376627130055,-75.16198938396586,large,400,115000.0,32000.0
batch_15,77904,12833,43.15009020625244,-73.83985273963523,large,400,115000.0,32000.0
batch_15,44943,11963,40.9907326620876,-72.3131457746587,large,400,115000.0,32000.0
batch_15,87619,13030,43.16629967670192,-75.97965122626843,large,400,115000.0,32000.0
batch_15,46847,12027,42.94149624905543,-73.89328189463917,large,400,115000.0,32000.0
batch_15,88606,13041,43.18351323212923,-76.17671649371388,large,400,115000.0,32000.0
batch_15,105500,13493,43.40778988305609,-75.89638116182566,large,400,115000.0,32000.0
batch_15,50438,12077,42.58746049628649,-73.79952297734465,large,400,115000.0,32000.0
batch_15,99890,13350,43.04051354214087,-74.97951180648845,large,400,115000.0,32000.0
batch_15,136327,14727,42.178712876661095,-78.28333620898957,large,400,115000.0,32000.0
batch_15,133540,14526,43.13069311518153,-77.44890779768909,large,400,115000.0,32000.0
batch_15,98656,13329,43.10815773484894,-74.77412150416271,large,400,115000.0,32000.0
batch_15,117192,13827,42.10401233370403,-76.25942244693928,large,400,115000.0,32000.0
batch_17,36071,11715,40.75844895831594,-73.0256549957514,medium,200,95000.0,16000.0
batch_17,36300,11718,40.73514550976821,-73.26213991080317,medium,200,95000.0,16000.0
batch_17,86678,12992,44.78766420905735,-73.52110434079945,medium,200,95000.0,16000.0
batch_17,80426,12866,43.07822360733578,-73.7331435327899,large,400,115000.0,32000.0
batch_17,51505,12095,43.01600933469436,-74.37925909915506,medium,200,95000.0,16000.0
batch_17,12275,10570,41.12562900253934,-73.77743352757881,medium,200,95000.0,16000.0
batch_17,115600,13797,42.33158192902752,-76.032210942335,medium,200,95000.0,16000.0
batch_17,80315,12865,43.179043062153646,-73.32456351968652,medium,200,95000.0,16000.0
batch_17,42095,11795,40.70174565809255,-73.29083362979075,medium,200,95000.0,16000.0
batch_17,69559,12569,41.756405213898105,-73.82023055155965,medium,200,95000.0,16000.0
batch_17,120006,14009,42.57250838128439,-78.40368683193996,medium,200,95000.0,16000.0
batch_17,92000,13111,43.274299695560345,-76.62249539925796,medium,200,95000.0,16000.0
batch_17,101545,13413,43.05604190253055,-75.2965579581958,medium,200,95000.0,16000.0
batch_17,69106,12564,41.58415689819756,-73.5947215364894,medium,200,95000.0,16000.0
batch_17,91463,13092,42.66222532190856,-76.40756737015103,medium,200,95000.0,16000.0
batch_17,10607,10536,41.28062060133652,-73.6936996997723,medium,200,95000.0,16000.0
batch_17,109428,13656,44.20789776586301,-75.94917710361715,medium,200,95000.0,16000.0
batch_17,93453,13142,43.54653032928768,-76.1187369164672,medium,200,95000.0,16000.0
batch_17,50002,12072,42.90416805254612,-74.35049376742033,medium,200,95000.0,16000.0
batch_17,1671,10019,40.755407498125,-73.9786852947584,medium,200,95000.0,16000.0
batch_17,121049,14031,42.97140517471097,-78.60838100175665,medium,200,95000.0,16000.0
batch_17,112437,13732,42.064127236644,-76.16032559274099,medium,200,95000.0,16000.0
batch_17,108422,13637,44.09141811644432,-75.83944057563235,medium,200,95000.0,16000.0
batch_17,124000,14081,42.5768938082245,-79.06486880789882,medium,200,95000.0,16000.0
batch_17,107271,13619,43.97350576027789,-75.59304597883316,medium,200,95000.0,16000.0
batch_19,41669,11790,40.91620434192639,-73.12021252141027,medium,200,95000.0,16000.0
batch_19,35654,11709,40.916874520847095,-73.56852329598482,medium,200,95000.0,16000.0
batch_19,111000,13680,44.60124850611424,-75.3300465948799,medium,200,95000.0,16000.0
batch_19,34766,11693,40.61755191736948,-73.8204118313846,medium,200,95000.0,16000.0
batch_19,137274,14772,42.17282293874723,-78.95124454755046,medium,200,95000.0,16000.0
batch_19,112289,13730,42.25111527925211,-75.5412780926697,medium,200,95000.0,16000.0
batch_19,19225,10980,41.21976332157466,-73.99023625358004,medium,200,95000.0,16000.0
batch_19,126402,14139,42.69714041704872,-78.54116676235572,medium,200,95000.0,16000.0
batch_19,34874,11694,40.56709162802595,-73.85269364380183,medium,200,95000.0,16000.0
batch_19,119080,13865,42.066829067455615,-75.63058699519783,large,400,115000.0,32000.0
batch_19,104801,13485,42.78626612021903,-75.3179502737253,medium,200,95000.0,16000.0
batch_19,37500,11732,40.85404544556399,-73.53894626294729,medium,200,95000.0,16000.0
batch_19,136951,14747,42.15735686510212,-79.0880762208836,medium,200,95000.0,16000.0
batch_19,123347,14067,43.22025027121652,-78.57913372589921,medium,200,95000.0,16000.0
batch_19,105493,13492,43.105968979436014,-75.30098365577237,medium,200,95000.0,16000.0
batch_19,9881,10524,41.35233235486403,-73.92266541518667,medium,200,95000.0,16000.0
batch_19,109731,13660,44.7741089944509,-75.13131012532742,medium,200,95000.0,16000.0
batch_19,80673,12871,43.07857569802616,-73.60485138109838,medium,200,95000.0,16000.0
batch_19,46001,12015,42.27118535750339,-73.80965707904063,medium,200,95000.0,16000.0
batch_19,37957,11740,40.85376341202357,-73.37437171729343,medium,200,95000.0,16000.0
batch_19,109304,13655,44.99013846876677,-74.65324253716871,medium,200,95000.0,16000.0
batch_19,91177,13084,42.88467717890735,-76.09791238590122,medium,200,95000.0,16000.0
batch_19,20412,10998,41.31142408913522,-74.55855005408351,medium,200,95000.0,16000.0
batch_19,118399,13849,42.33321853751679,-75.34627850310342,medium,200,95000.0,16000.0
batch_19,73131,12747,41.72588830535299,-74.6829660078339,medium,200,95000.0,16000.0
batch_20,82619,12926,44.95126340908779,-74.32225021198897,medium,200,95000.0,16000.0
batch_20,75666,12789,41.7264547968862,-74.59109291679071,medium,200,95000.0,16000.0
batch_20,120300,14013,43.0816022722746,-78.40260931706386,medium,200,95000.0,16000.0
batch_20,78014,12834,43.1031032390408,-73.4971781110331,medium,200,95000.0,16000.0
